"merge_id","company_name","report_year","llm_or_manual_id","llm_page","llm_year","llm_scope","llm_value","llm_unit","non_exp_1_id","non_exp_2_id","non_exp_1_is_value_correct","non_exp_2_is_value_correct","non_exp_1_corrected_value","non_exp_2_corrected_value","non_exp_1_is_unit_correct","non_exp_2_is_unit_correct","non_exp_1_corrected_unit","non_exp_2_corrected_unit","non_exp_1_is_page_correct","non_exp_2_is_page_correct","non_exp_1_corrected_page","non_exp_2_corrected_page","non_exp_1_expert_requested_for_rec","non_exp_2_expert_requested_for_rec","non_exp_1_expert_requested_for_doc","non_exp_2_expert_requested_for_doc","non_exp_1_metric_name","non_exp_2_metric_name","non_exp_1_display_type","non_exp_2_display_type","non_exp_filter_doc","non_exp_filter_rec","non_exp_1_value","non_exp_2_value","non_exp_1_unit","non_exp_2_unit","non_exp_1_page","non_exp_2_page","non_exp_1_value_reasoning","non_exp_2_value_reasoning","non_exp_1_unit_reasoning","non_exp_2_unit_reasoning","exp_group_1_exp_1_id","exp_group_1_exp_2_id","exp_group_1_value_who_is_right","exp_group_1_corrected_value","exp_group_1_value_reasoning","exp_group_1_unit_who_is_right","exp_group_1_corrected_unit","exp_group_1_unit_reasoning","exp_group_1_corrected_page","exp_group_2_exp_1_id","exp_group_2_exp_2_id","exp_group_2_value_who_is_right","exp_group_2_corrected_value","exp_group_2_value_reasoning","exp_group_2_unit_who_is_right","exp_group_2_corrected_unit","exp_group_2_unit_reasoning","exp_group_2_corrected_page","exp_group_filter_rec","exp_group_1_value","exp_group_2_value","exp_group_1_unit","exp_group_2_unit","exp_group_1_page","exp_group_2_page","exp_disc_value","exp_disc_unit","exp_disc_page"
4514,"relay therapeutics inc","2022","77",NA,2019,"3",NA,NA,7,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,14,12,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4515,"relay therapeutics inc","2022","78",NA,2020,"3",NA,NA,7,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,14,12,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4516,"relay therapeutics inc","2022","79",NA,2021,"3",NA,NA,7,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,14,12,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4517,"relay therapeutics inc","2022","80",NA,2022,"3",NA,NA,7,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,14,12,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4518,"rexford industrial realty reit","2022","407",NA,2013,"1",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4519,"rexford industrial realty reit","2022","408",NA,2014,"1",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4520,"rexford industrial realty reit","2022","409",NA,2015,"1",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4521,"rexford industrial realty reit","2022","410",NA,2016,"1",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4522,"rexford industrial realty reit","2022","411",NA,2017,"1",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4523,"rexford industrial realty reit","2022","412",NA,2018,"1",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4524,"rexford industrial realty reit","2022","413",NA,2019,"1",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4525,"rexford industrial realty reit","2022","414",NA,2020,"1",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4526,"rexford industrial realty reit","2022","415",NA,2021,"1",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4527,"rexford industrial realty reit","2022","416","11",2022,"1",362,"MT CO2e",1,6,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","SCOPE 1 EMISSIONS","scope 1 emissions","Text","Text","No","No",362,362,"MT CO2e","MT CO2e","11","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4528,"rexford industrial realty reit","2022","427",NA,2013,"2lb",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4529,"rexford industrial realty reit","2022","428",NA,2014,"2lb",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4530,"rexford industrial realty reit","2022","429",NA,2015,"2lb",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4531,"rexford industrial realty reit","2022","430",NA,2016,"2lb",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4532,"rexford industrial realty reit","2022","431",NA,2017,"2lb",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4533,"rexford industrial realty reit","2022","432",NA,2018,"2lb",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4534,"rexford industrial realty reit","2022","433",NA,2019,"2lb",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4535,"rexford industrial realty reit","2022","434",NA,2020,"2lb",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4536,"rexford industrial realty reit","2022","435",NA,2021,"2lb",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4537,"rexford industrial realty reit","2022","436",NA,2022,"2lb",NA,NA,1,6,"No","No",3624,3624,"No","No","MT CO2e","MT C02e","No","No","11",11,"No","No","No","No","SCOPE 2 EMISSIONS","scope 2 emissions","Text","Text","No","No",3624,3624,"MT CO2e","MT C02e","11","11","0. Missed out on correct value (false NA)","0. Missed out on correct value (false NA)","0. Missed out on correct value (false NA)","0. Missed out on correct value (false NA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4538,"rexford industrial realty reit","2022","417",NA,2013,"2mb",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4539,"rexford industrial realty reit","2022","418",NA,2014,"2mb",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4540,"rexford industrial realty reit","2022","419",NA,2015,"2mb",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4541,"rexford industrial realty reit","2022","420",NA,2016,"2mb",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4542,"rexford industrial realty reit","2022","421",NA,2017,"2mb",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4543,"rexford industrial realty reit","2022","422",NA,2018,"2mb",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4544,"rexford industrial realty reit","2022","423",NA,2019,"2mb",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4545,"rexford industrial realty reit","2022","424",NA,2020,"2mb",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4546,"rexford industrial realty reit","2022","425",NA,2021,"2mb",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4547,"rexford industrial realty reit","2022","426","11",2022,"2mb",3624,"MT CO2e",1,6,"No","No",NA,NA,"No","No",NA,NA,"No","No",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,"3. WV: Extracted value is related to different scope","6. WV: other reasons (please specify in comment)","3. WV: Extracted value is related to different scope","6. WV: other reasons (please specify in comment)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4548,"rexford industrial realty reit","2022","437",NA,2013,"3",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4549,"rexford industrial realty reit","2022","438",NA,2014,"3",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4550,"rexford industrial realty reit","2022","439",NA,2015,"3",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4551,"rexford industrial realty reit","2022","440",NA,2016,"3",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4552,"rexford industrial realty reit","2022","441",NA,2017,"3",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4553,"rexford industrial realty reit","2022","442",NA,2018,"3",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4554,"rexford industrial realty reit","2022","443",NA,2019,"3",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4555,"rexford industrial realty reit","2022","444",NA,2020,"3",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4556,"rexford industrial realty reit","2022","445",NA,2021,"3",NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4557,"rexford industrial realty reit","2022","446","11",2022,"3",115556,"MT CO2e",1,6,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"No","No","No","No","SCOPE 3 EMISSIONS","scope 3 emissions","Text","Text","No","No",115556,115556,"MT CO2e","MT CO2e","11","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4558,"rinnai corp","2020","1096",NA,2013,"1",NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","Yes","Yes",NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,12,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4559,"rinnai corp","2020","1097",NA,2014,"1",NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","Yes","Yes",NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,12,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4560,"rinnai corp","2020","1098",NA,2015,"1",NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","Yes","Yes",NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,12,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4561,"rinnai corp","2020","1099",NA,2016,"1",NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","Yes","Yes",NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,12,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4562,"rinnai corp","2020","1100",NA,2017,"1",NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","Yes","Yes",NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,12,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4563,"rinnai corp","2020","1101",NA,2018,"1",NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","Yes","Yes",NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,12,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4564,"rinnai corp","2020","1102",NA,2019,"1",NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","Yes","Yes",NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,12,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4565,"rinnai corp","2020","1103",NA,2020,"1",NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","Yes","Yes",NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,12,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4566,"rinnai corp","2020","1104",NA,2021,"1",NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","Yes","Yes",NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,12,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4567,"rinnai corp","2020","1105",NA,2022,"1",NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","Yes","Yes",NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,12,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4568,"rinnai corp","2020","1116",NA,2013,"2lb",NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","Yes","Yes",NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,12,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4569,"rinnai corp","2020","1117",NA,2014,"2lb",NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","Yes","Yes",NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,12,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4570,"rinnai corp","2020","1118",NA,2015,"2lb",NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","Yes","Yes",NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,12,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4571,"rinnai corp","2020","1119",NA,2016,"2lb",NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","Yes","Yes",NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,12,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4572,"rinnai corp","2020","1120",NA,2017,"2lb",NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","Yes","Yes",NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,12,14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
